Date,BDI,BDI_lag_1,BDI_lag_2,BDI_lag_3,BDI_lag_7,BDI_lag_14,BDI_lag_30,Panamax_lag_1,Supramax_lag_1,Handysize_lag_1,BDI_mean_7,BDI_mean_20,BDI_mean_60,BDI_std_7,BDI_std_20,BDI_std_60,BDI_change_1,BDI_change_3,BDI_change_7,BDI_change_14,BDI_pct_change_1,BDI_pct_change_3,BDI_pct_change_7,BDI_pct_change_14,BDI_vs_mean_7,BDI_vs_mean_20,BDI_vs_mean_60,BDI_vs_mean_20_pct,BDI_vs_mean_60_pct,BDI_volatility_ratio,BDI_long_volatility_ratio,Panamax_change_1,Supramax_change_1,Handysize_change_1,Panamax_vs_BDI,Supramax_vs_BDI,Handysize_vs_BDI,Panamax_Supramax_spread,Supramax_Handysize_spread,Panamax_Handysize_spread,month,quarter,day_of_week,month_sin,month_cos,BDI_target_7
2017-01-20,925.0,942.0,952.0,922.0,894.0,961.0,1196.0,981.0,722.0,446.0,924.0,935.35,1005.0666666666668,19.723082923487485,24.210208808075777,139.50297568869746,-17.0,3.0,31.0,-36.0,-0.0180467091295116,0.0032537960954446,0.034675615212528,-0.0374609781477627,1.0,-10.350000000000025,-80.06666666666683,-0.0110653765969958,-0.0796630405943222,0.0258835824109432,0.1387997237550054,-17.0,-3.0,-2.0,1.0605405405405406,0.7805405405405406,0.4821621621621622,259.0,276.0,535.0,1,1,4,0.4999999999999999,0.8660254037844387,800.0
2017-01-23,914.0,925.0,942.0,952.0,892.0,953.0,1198.0,970.0,718.0,441.0,927.1428571428572,933.75,1006.2666666666668,14.949120057145004,24.52469217584792,138.38167149468282,-11.0,-38.0,22.0,-39.0,-0.0118918918918918,-0.0399159663865545,0.0246636771300448,-0.0409233997901363,-13.142857142857224,-19.75,-92.26666666666677,-0.0211512717536813,-0.0916920630714192,0.0262647305765439,0.1375198802451465,-11.0,-4.0,-5.0,1.061269146608315,0.7855579868708972,0.4824945295404814,252.0,277.0,529.0,1,1,0,0.4999999999999999,0.8660254037844387,786.0
2017-01-24,886.0,914.0,925.0,942.0,910.0,969.0,1196.0,962.0,714.0,437.0,923.7142857142856,931.7,1007.1833333333332,21.045302609169774,26.7327908245184,137.37953017370182,-28.0,-56.0,-24.0,-83.0,-0.0306345733041575,-0.0594479830148619,-0.0263736263736263,-0.0856553147574818,-37.71428571428555,-45.700000000000045,-121.18333333333317,-0.0490501234302887,-0.1203190415515214,0.0286924877369522,0.1363997254790109,-8.0,-4.0,-4.0,1.0857787810383748,0.8058690744920993,0.4932279909706546,248.0,277.0,525.0,1,1,1,0.4999999999999999,0.8660254037844387,770.0
2017-01-25,862.0,886.0,914.0,925.0,925.0,983.0,1186.0,964.0,708.0,432.0,914.7142857142856,929.1,1008.0,31.351311964758107,30.76891801467446,136.3473878352794,-24.0,-63.0,-63.0,-121.0,-0.0270880361173815,-0.068108108108108,-0.068108108108108,-0.1230925737538148,-52.71428571428555,-67.10000000000002,-146.0,-0.0722204283715423,-0.1448412698412698,0.0331169066996819,0.1352652657096025,2.0,-6.0,-5.0,1.118329466357309,0.8213457076566125,0.5011600928074246,256.0,276.0,532.0,1,1,2,0.4999999999999999,0.8660254037844387,752.0
2017-01-26,840.0,862.0,886.0,914.0,922.0,963.0,1162.0,972.0,702.0,428.0,903.0,924.8,1008.6333333333332,41.76521678789936,36.66864428484472,135.45966522905394,-22.0,-74.0,-82.0,-123.0,-0.025522041763341,-0.0809628008752735,-0.088937093275488,-0.1277258566978193,-63.0,-84.79999999999995,-168.6333333333332,-0.0916955017301037,-0.1671899269638784,0.0396503506540276,0.1343002067772107,8.0,-6.0,-4.0,1.1571428571428573,0.8357142857142857,0.5095238095238095,270.0,274.0,544.0,1,1,3,0.4999999999999999,0.8660254037844387,735.0
2017-01-27,827.0,840.0,862.0,886.0,952.0,949.0,1122.0,973.0,696.0,424.0,885.1428571428571,919.75,1009.1166666666668,43.98646978124679,42.66870540638504,134.74521992930906,-13.0,-59.0,-125.0,-122.0,-0.0154761904761904,-0.0665914221218961,-0.1313025210084033,-0.1285563751317175,-58.14285714285711,-92.75,-182.1166666666668,-0.1008426202772492,-0.1804713693494311,0.0463916340379288,0.1335278906594636,1.0,-6.0,-4.0,1.1765417170495769,0.841596130592503,0.5126964933494559,277.0,272.0,549.0,1,1,4,0.4999999999999999,0.8660254037844387,714.0
2017-01-30,816.0,827.0,840.0,862.0,942.0,926.0,1090.0,968.0,692.0,419.0,867.1428571428571,912.5,1008.8166666666668,42.60058126148814,47.35254119790133,135.16110809421286,-11.0,-46.0,-126.0,-110.0,-0.0133010882708585,-0.0533642691415313,-0.1337579617834394,-0.1187904967602592,-51.14285714285711,-96.5,-192.81666666666683,-0.1057534246575342,-0.1911315237324259,0.0518931958333165,0.1339798523955917,-5.0,-4.0,-5.0,1.1862745098039216,0.8480392156862745,0.5134803921568627,276.0,273.0,549.0,1,1,0,0.4999999999999999,0.8660254037844387,702.0
2017-01-31,800.0,816.0,827.0,840.0,925.0,894.0,1069.0,964.0,688.0,415.0,849.2857142857143,904.85,1007.8666666666668,40.45043998827878,52.539984773543374,136.44052117762382,-16.0,-40.0,-125.0,-94.0,-0.0196078431372549,-0.0476190476190476,-0.1351351351351351,-0.1051454138702461,-49.285714285714334,-104.85000000000002,-207.8666666666668,-0.1158755594849975,-0.2062442121973807,0.0580648558032197,0.1353755667194309,-4.0,-4.0,-4.0,1.205,0.86,0.51875,276.0,273.0,549.0,1,1,1,0.4999999999999999,0.8660254037844387,707.0
2017-02-01,786.0,800.0,816.0,827.0,914.0,892.0,1052.0,951.0,679.0,402.0,831.0,895.7,1007.0,34.86641172638836,56.561191828468026,137.6971621878565,-14.0,-41.0,-128.0,-106.0,-0.0174999999999999,-0.0495767835550181,-0.1400437636761488,-0.1188340807174888,-45.0,-109.70000000000005,-221.0,-0.1224740426482081,-0.2194637537239324,0.0631474732929195,0.1367399823116747,-13.0,-9.0,-13.0,1.2099236641221374,0.8638676844783715,0.5114503816793893,272.0,277.0,549.0,2,1,2,0.8660254037844386,0.5000000000000001,702.0
2017-02-02,770.0,786.0,800.0,816.0,886.0,910.0,1003.0,933.0,674.0,395.0,814.4285714285714,885.05,1005.9333333333332,31.80071877007162,59.24745164409914,139.2985899970055,-16.0,-46.0,-116.0,-140.0,-0.020356234096692,-0.0563725490196078,-0.1309255079006772,-0.1538461538461538,-44.428571428571445,-115.04999999999995,-235.9333333333332,-0.1299926557821591,-0.2345417191331432,0.0669424909825423,0.1384769600341363,-18.0,-5.0,-7.0,1.2116883116883117,0.8753246753246753,0.512987012987013,259.0,279.0,538.0,2,1,3,0.8660254037844386,0.5000000000000001,688.0
2017-02-03,752.0,770.0,786.0,800.0,862.0,925.0,966.0,926.0,670.0,386.0,798.7142857142857,874.5,1004.3166666666668,31.55267704298637,63.28506932921879,141.69309058989637,-18.0,-48.0,-110.0,-173.0,-0.0233766233766233,-0.06,-0.1276102088167053,-0.187027027027027,-46.71428571428567,-122.5,-252.31666666666683,-0.1400800457404231,-0.2512321810849833,0.0723671461740638,0.1410840776546869,-7.0,-4.0,-9.0,1.2313829787234043,0.8909574468085106,0.5132978723404256,256.0,284.0,540.0,2,1,4,0.8660254037844386,0.5000000000000001,685.0
2017-02-06,735.0,752.0,770.0,786.0,840.0,922.0,946.0,922.0,667.0,382.0,783.7142857142857,863.8,1002.3166666666668,33.54953693538993,67.94548898704159,144.65241702586613,-17.0,-51.0,-105.0,-187.0,-0.0226063829787234,-0.0648854961832061,-0.125,-0.202819956616052,-48.71428571428567,-128.79999999999995,-267.31666666666683,-0.1491085899513776,-0.266698814413276,0.0786588203137781,0.1443180801402079,-4.0,-3.0,-4.0,1.254421768707483,0.9074829931972788,0.5197278911564626,255.0,285.0,540.0,2,1,0,0.8660254037844386,0.5000000000000001,688.0
2017-02-07,714.0,735.0,752.0,770.0,827.0,952.0,927.0,922.0,665.0,377.0,767.5714285714286,853.2,999.7166666666668,36.32197288547913,73.9982930102106,148.4238196045412,-21.0,-56.0,-113.0,-238.0,-0.0285714285714285,-0.0727272727272727,-0.1366384522370012,-0.25,-53.57142857142856,-139.20000000000005,-285.7166666666668,-0.1631504922644163,-0.2857976426654219,0.0867303012309078,0.1484658849386071,0.0,-2.0,-5.0,1.2913165266106443,0.931372549019608,0.5280112044817927,257.0,288.0,545.0,2,1,1,0.8660254037844386,0.5000000000000001,710.0
2017-02-08,702.0,714.0,735.0,752.0,816.0,942.0,914.0,931.0,663.0,375.0,751.2857142857143,843.6,996.2333333333332,36.54547069855988,80.58757903511389,152.92541293361512,-12.0,-50.0,-114.0,-240.0,-0.0168067226890756,-0.0664893617021277,-0.1397058823529411,-0.2547770700636943,-49.285714285714334,-141.60000000000002,-294.23333333333323,-0.1678520625889047,-0.2953458025228359,0.0955281875712587,0.1535036098641032,9.0,-2.0,-2.0,1.3262108262108263,0.9444444444444444,0.5341880341880342,268.0,288.0,556.0,2,1,2,0.8660254037844386,0.5000000000000001,741.0
2017-02-09,707.0,702.0,714.0,735.0,800.0,925.0,926.0,934.0,665.0,378.0,738.0,834.35,992.1166666666668,32.57299494992681,85.22371488588848,157.342344195226,5.0,-28.0,-93.0,-218.0,0.0071225071225071,-0.038095238095238,-0.1162499999999999,-0.2356756756756757,-31.0,-127.35000000000002,-285.1166666666668,-0.1526337867801282,-0.2873821963142776,0.1021438423753682,0.1585925823863718,3.0,2.0,3.0,1.3210749646393212,0.9405940594059404,0.5346534653465347,269.0,287.0,556.0,2,1,3,0.8660254037844386,0.5000000000000001,757.0
2017-02-10,702.0,707.0,702.0,714.0,786.0,914.0,928.0,940.0,668.0,377.0,726.0,823.95,987.5833333333334,26.92582403582176,88.147290014191,161.73039835301623,-5.0,-12.0,-84.0,-212.0,-0.007072135785007,-0.0168067226890756,-0.1068702290076335,-0.2319474835886215,-24.0,-121.95000000000005,-285.58333333333337,-0.14800655379574,-0.2891739093747363,0.1069813581093403,0.1637637988554716,6.0,3.0,-1.0,1.339031339031339,0.9515669515669516,0.5370370370370371,272.0,291.0,563.0,2,1,4,0.8660254037844386,0.5000000000000001,778.0
2017-02-13,688.0,702.0,707.0,702.0,770.0,886.0,961.0,943.0,672.0,377.0,714.2857142857143,812.1,981.6333333333332,21.97509412750888,89.76337314238181,166.09043551142418,-14.0,-14.0,-82.0,-198.0,-0.0199430199430199,-0.0199430199430199,-0.1064935064935065,-0.2234762979683973,-26.28571428571433,-124.10000000000002,-293.6333333333332,-0.1528136928949637,-0.2991273048320825,0.1105324136712003,0.169198039503641,3.0,4.0,0.0,1.370639534883721,0.9767441860465116,0.5479651162790697,271.0,295.0,566.0,2,1,0,0.8660254037844386,0.5000000000000001,806.0
2017-02-14,685.0,688.0,702.0,707.0,752.0,862.0,953.0,944.0,676.0,376.0,704.7142857142857,800.25,975.3,16.79001971151125,90.13432957771823,170.05535489606504,-3.0,-22.0,-67.0,-177.0,-0.004360465116279,-0.031117397454031,-0.089095744680851,-0.2053364269141531,-19.714285714285666,-115.25,-290.29999999999995,-0.1440174945329584,-0.2976520045114323,0.112632714248945,0.1743620987348149,1.0,4.0,-1.0,1.378102189781022,0.9868613138686132,0.5489051094890511,268.0,300.0,568.0,2,1,1,0.8660254037844386,0.5000000000000001,856.0
2017-02-15,688.0,685.0,688.0,702.0,735.0,840.0,969.0,939.0,681.0,379.0,698.0,787.05,968.7,11.09053650677985,85.9764196558901,173.4164479130882,3.0,-14.0,-47.0,-152.0,0.0043795620437956,-0.0199430199430199,-0.0639455782312925,-0.1809523809523809,-10.0,-99.04999999999995,-280.70000000000005,-0.1258496918874276,-0.2897697945700423,0.1092388280997269,0.1790197666079159,-5.0,5.0,3.0,1.364825581395349,0.9898255813953488,0.5508720930232558,258.0,302.0,560.0,2,1,2,0.8660254037844386,0.5000000000000001,875.0
2017-02-16,710.0,688.0,685.0,688.0,714.0,827.0,983.0,933.0,689.0,382.0,697.4285714285714,775.45,961.45,10.19570404438071,79.3668862409413,175.00667541751443,22.0,22.0,-4.0,-117.0,0.0319767441860465,0.0319767441860465,-0.0056022408963585,-0.1414752116082225,12.571428571428555,-65.45000000000005,-251.45000000000005,-0.0844026049390676,-0.2615320609496074,0.1023494567553566,0.1820236886135674,-6.0,8.0,3.0,1.3140845070422535,0.9704225352112676,0.5380281690140845,244.0,307.0,551.0,2,1,3,0.8660254037844386,0.5000000000000001,878.0
2017-02-17,741.0,710.0,688.0,685.0,702.0,816.0,963.0,923.0,707.0,387.0,703.0,766.25,953.2833333333332,19.510680835758915,71.3817572154218,173.64254064288903,31.0,56.0,39.0,-75.0,0.0436619718309858,0.0817518248175181,0.0555555555555555,-0.0919117647058823,38.0,-25.25,-212.2833333333332,-0.032952691680261,-0.2226865045369511,0.0931572687966353,0.1821520785805784,-10.0,18.0,5.0,1.2456140350877194,0.9541160593792172,0.5222672064777328,216.0,320.0,536.0,2,1,4,0.8660254037844386,0.5000000000000001,859.0
2017-02-20,757.0,741.0,710.0,688.0,707.0,800.0,949.0,917.0,729.0,391.0,710.1428571428571,758.4,944.95,28.36328948631182,62.33812721975736,170.7941991830806,16.0,69.0,50.0,-43.0,0.0215924426450742,0.1002906976744186,0.0707213578500707,-0.0537499999999999,46.85714285714289,-1.3999999999999773,-187.95000000000005,-0.0018459915611814,-0.1988994126673369,0.0821968977053762,0.1807441654934976,-6.0,22.0,4.0,1.2113606340819023,0.9630118890356671,0.5165125495376486,188.0,338.0,526.0,2,1,0,0.8660254037844386,0.5000000000000001,871.0
2017-02-21,778.0,757.0,741.0,710.0,702.0,786.0,926.0,909.0,747.0,396.0,721.0,753.0,937.25,37.72709017856264,54.942074760158455,167.6522455076056,21.0,68.0,76.0,-8.0,0.0277410832232496,0.095774647887324,0.1082621082621082,-0.010178117048346,57.0,25.0,-159.25,0.0332005312084993,-0.1699119765270738,0.0729642427093737,0.1788767623447379,-8.0,18.0,5.0,1.1683804627249357,0.9601542416452442,0.5089974293059126,162.0,351.0,513.0,2,1,1,0.8660254037844386,0.5000000000000001,904.0
2017-02-22,806.0,778.0,757.0,741.0,688.0,770.0,894.0,906.0,764.0,402.0,737.8571428571429,750.2,930.15,45.983433870081335,50.32797694286305,163.93744414633923,28.0,65.0,118.0,36.0,0.0359897172236503,0.087719298245614,0.1715116279069768,0.0467532467532467,68.14285714285711,55.79999999999996,-124.14999999999998,0.0743801652892561,-0.1334730957372466,0.0670860796359145,0.1762483945023267,-3.0,17.0,6.0,1.1240694789081886,0.9478908188585607,0.4987593052109181,142.0,362.0,504.0,2,1,2,0.8660254037844386,0.5000000000000001,939.0
2017-02-23,856.0,806.0,778.0,757.0,685.0,752.0,892.0,908.0,783.0,410.0,762.2857142857143,751.0,924.0166666666668,57.26172161149672,51.932141958757256,159.58351425699564,50.0,99.0,171.0,104.0,0.0620347394540943,0.130779392338177,0.2496350364963504,0.1382978723404255,93.71428571428568,105.0,-68.01666666666677,0.1398135818908122,-0.0736097833733158,0.0691506550715809,0.1727063158207777,2.0,19.0,8.0,1.060747663551402,0.9147196261682244,0.4789719626168224,125.0,373.0,498.0,2,1,3,0.8660254037844386,0.5000000000000001,979.0
2017-02-24,875.0,856.0,806.0,778.0,688.0,735.0,910.0,927.0,797.0,420.0,789.0,753.4,918.5833333333334,60.3655530912093,56.53447946540701,155.49039881712224,19.0,97.0,187.0,140.0,0.022196261682243,0.1246786632390746,0.2718023255813953,0.1904761904761904,86.0,121.60000000000002,-43.58333333333337,0.1614016458720467,-0.0474462487526082,0.0750391285710207,0.1692719573442317,19.0,14.0,10.0,1.0594285714285714,0.9108571428571428,0.48,130.0,377.0,507.0,2,1,4,0.8660254037844386,0.5000000000000001,1033.0
