Fold,Train_Start,Train_End,Validation_Start,Validation_End,Naive_MAE,Naive_RMSE,Linear_MAE,Linear_RMSE,XGBoost_MAE,XGBoost_RMSE,LightGBM_MAE,LightGBM_RMSE
146,2012-07-05,2024-06-27,2024-06-28,2024-07-08,110.85714285714286,138.6001443000692,146.03430000103708,172.71789673245632,94.30460030691964,99.29985176477862,81.60941057234615,85.37760768929266
147,2012-07-05,2024-07-08,2024-07-09,2024-07-17,79.0,89.20842368937396,63.29839158855436,84.84829559312533,64.65007672991071,67.10416613026804,91.05535328182044,99.54608444622554
148,2012-07-05,2024-07-17,2024-07-18,2024-07-26,159.0,162.1590929567979,103.01174517460264,106.48620001568668,178.20291573660714,182.62864607479332,161.98559025993413,166.94724178830373
149,2012-07-05,2024-07-26,2024-07-29,2024-08-06,41.714285714285715,53.8914252389535,38.229529731796774,47.346498192917004,73.64535086495536,88.07488035513992,78.9315574028307,94.86967313982446
150,2012-07-05,2024-08-06,2024-08-07,2024-08-15,51.714285714285715,62.468277663832815,59.86296055683598,66.11151203372954,53.308680943080354,61.60549695441668,46.67232764613008,52.92021722717451
151,2012-07-05,2024-08-15,2024-08-16,2024-08-27,134.14285714285714,141.89684381872024,125.04683437437903,140.54790034461885,74.38253348214286,81.62713163100705,68.48195828919977,80.5157563245497
152,2012-07-05,2024-08-27,2024-08-28,2024-09-05,77.57142857142857,100.63725524306167,89.65448513189793,104.87129295996387,48.531197684151785,58.30281185864882,37.70581139744484,42.77691301436788
153,2012-07-05,2024-09-05,2024-09-06,2024-09-16,67.57142857142857,78.01556621231798,137.2988042577678,170.2772643244116,133.12229701450892,153.5138736073267,134.96817806709197,154.6507835221388
154,2012-07-05,2024-09-16,2024-09-17,2024-09-25,107.57142857142857,126.76581332745603,134.77771173595548,183.4666291618962,148.0723876953125,176.90048472197802,149.2140531358778,177.53431173262823
155,2012-07-05,2024-09-25,2024-09-26,2024-10-04,202.42857142857142,209.11889987687454,108.01972560413908,134.14275710508247,97.65384347098214,106.5617663656678,89.93387303337747,100.14630706590957
156,2012-07-05,2024-10-04,2024-10-07,2024-10-15,287.2857142857143,292.6687547381852,183.11663172247106,205.5176214950316,287.49998256138394,300.0655189055658,293.87719700230616,307.3542109979505
157,2012-07-05,2024-10-15,2024-10-16,2024-10-24,143.57142857142858,161.94311170460887,60.04359497287611,71.9183887798516,142.55079868861608,156.66648962467403,140.5073228216126,158.07624591357973
158,2012-07-05,2024-10-24,2024-10-25,2024-11-04,125.85714285714286,157.85300576349957,146.0666131711633,175.42797754368524,112.83623395647321,137.2197371692158,102.08921631628644,125.73363025288262
159,2012-07-05,2024-11-04,2024-11-05,2024-11-13,184.42857142857142,219.2060348491476,165.4379339866867,193.7460397820596,163.71930803571428,184.4061090642232,156.3852971172386,180.61185780919402
160,2012-07-05,2024-11-13,2024-11-14,2024-11-22,237.42857142857142,241.5385210330997,173.45495647841446,195.13727320470414,343.7405482700893,349.2757796857819,320.9234441028067,324.1489069704135
161,2012-07-05,2024-11-22,2024-11-25,2024-12-03,276.42857142857144,289.8765747200497,109.49771454490065,172.14058694351093,170.9197998046875,182.81546327432594,162.78977213987974,173.1456148805736
162,2012-07-05,2024-12-03,2024-12-04,2024-12-12,118.42857142857143,123.48221387251341,50.955851083337556,55.63740717749647,37.361319405691965,49.6232377909177,42.43210113325857,54.34614758394932
163,2012-07-05,2024-12-12,2024-12-13,2024-12-23,31.142857142857142,33.78080604637576,66.6595923908978,82.51727402841085,25.634774344308035,31.403725794031228,30.28239787531254,35.48126826911185
164,2012-07-05,2024-12-23,2024-12-24,2025-01-09,26.285714285714285,33.40230958652838,40.04473078298281,53.497333875902825,26.990208217075892,34.768748497607504,25.175375441340098,32.45893021882261
165,2012-07-05,2025-01-09,2025-01-10,2025-01-20,227.85714285714286,233.37492826534975,259.04958674517286,260.5093037314009,222.5383562360491,230.49784447730494,226.39955240756603,233.7659758239366
166,2012-07-05,2025-01-20,2025-01-21,2025-01-29,89.71428571428571,112.49380935348017,95.54272898415591,103.157917234488,94.176513671875,112.34735971257426,105.57365937846146,122.07152869746459
167,2012-07-05,2025-01-29,2025-01-30,2025-02-07,40.714285714285715,48.77206460376971,56.45932640344261,75.72039479946643,56.474740164620535,68.40128772745241,70.95928639651727,82.9716894948888
168,2012-07-05,2025-02-07,2025-02-10,2025-02-18,219.0,231.67187387090635,188.94281659993598,196.0159602967499,202.15168980189733,213.57197213092476,196.56854076476407,209.10088376004595
169,2012-07-05,2025-02-18,2025-02-19,2025-02-27,281.0,283.36372386034174,163.18748369356243,169.67190104610242,249.11773681640625,255.81239297555027,231.7001775742618,241.85993944120057
170,2012-07-05,2025-02-27,2025-02-28,2025-03-21,285.2857142857143,309.83474858151635,259.5475810105968,297.53232293336,307.18824986049106,333.7320537118145,298.7108427901622,326.42832714521774
